cohort	label	config	runtime_family	scenario_set	scenario_count	trials	expected_trajectories	source	cell	description	tags
local_smoke1x1_full	PE_D	configs/config_universe/generated/local_smoke1x1_full/pe_d.env	config_universe_local8b	smartgrid_smoke1_v1	1	1	1	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_D	Plan-Execute with local INT8/BF16/fp8KV serving	config_universe,smoke,local8b
local_smoke1x1_full	PE_M	configs/config_universe/generated/local_smoke1x1_full/pe_m.env	config_universe_local8b	smartgrid_smoke1_v1	1	1	1	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_M	Plan-Execute MCP baseline	config_universe,smoke,local8b
local_smoke1x1_full	PE_S_D	configs/config_universe/generated/local_smoke1x1_full/pe_s_d.env	config_universe_local8b	smartgrid_smoke1_v1	1	1	1	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_D	Plan-Execute plus Self-Ask with local INT8/BF16/fp8KV serving	config_universe,smoke,local8b
local_smoke1x1_full	PE_S_M	configs/config_universe/generated/local_smoke1x1_full/pe_s_m.env	config_universe_local8b	smartgrid_smoke1_v1	1	1	1	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_M	Plan-Execute plus Self-Ask on MCP baseline	config_universe,smoke,local8b
local_smoke1x1_full	PE_S_T	configs/config_universe/generated/local_smoke1x1_full/pe_s_t.env	config_universe_local8b	smartgrid_smoke1_v1	1	1	1	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_T	Plan-Execute plus Self-Ask with optimized MCP transport	config_universe,smoke,local8b
local_smoke1x1_full	PE_S_TD	configs/config_universe/generated/local_smoke1x1_full/pe_s_td.env	config_universe_local8b	smartgrid_smoke1_v1	1	1	1	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_TD	Plan-Execute plus Self-Ask, optimized MCP, and local INT8/BF16/fp8KV serving	config_universe,smoke,local8b
local_smoke1x1_full	PE_T	configs/config_universe/generated/local_smoke1x1_full/pe_t.env	config_universe_local8b	smartgrid_smoke1_v1	1	1	1	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_T	Plan-Execute optimized MCP transport	config_universe,smoke,local8b
local_smoke1x1_full	PE_TD	configs/config_universe/generated/local_smoke1x1_full/pe_td.env	config_universe_local8b	smartgrid_smoke1_v1	1	1	1	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_TD	Plan-Execute optimized MCP plus local INT8/BF16/fp8KV serving	config_universe,smoke,local8b
local_smoke1x1_full	V_D	configs/config_universe/generated/local_smoke1x1_full/v_d.env	config_universe_local8b	smartgrid_smoke1_v1	1	1	1	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_D	Verified PE with local INT8/BF16/fp8KV serving	config_universe,smoke,local8b
local_smoke1x1_full	V_M	configs/config_universe/generated/local_smoke1x1_full/v_m.env	config_universe_local8b	smartgrid_smoke1_v1	1	1	1	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_M	Verified PE MCP baseline	config_universe,smoke,local8b
local_smoke1x1_full	V_S_D	configs/config_universe/generated/local_smoke1x1_full/v_s_d.env	config_universe_local8b	smartgrid_smoke1_v1	1	1	1	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_D	Verified PE plus Self-Ask with local INT8/BF16/fp8KV serving	config_universe,smoke,local8b
local_smoke1x1_full	V_S_M	configs/config_universe/generated/local_smoke1x1_full/v_s_m.env	config_universe_local8b	smartgrid_smoke1_v1	1	1	1	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_M	Verified PE plus Self-Ask on MCP baseline	config_universe,smoke,local8b
local_smoke1x1_full	V_S_T	configs/config_universe/generated/local_smoke1x1_full/v_s_t.env	config_universe_local8b	smartgrid_smoke1_v1	1	1	1	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_T	Verified PE plus Self-Ask with optimized MCP transport	config_universe,smoke,local8b
local_smoke1x1_full	V_S_TD	configs/config_universe/generated/local_smoke1x1_full/v_s_td.env	config_universe_local8b	smartgrid_smoke1_v1	1	1	1	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_TD	Verified PE plus Self-Ask, optimized MCP, and local INT8/BF16/fp8KV serving	config_universe,smoke,local8b
local_smoke1x1_full	V_T	configs/config_universe/generated/local_smoke1x1_full/v_t.env	config_universe_local8b	smartgrid_smoke1_v1	1	1	1	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_T	Verified PE optimized MCP transport	config_universe,smoke,local8b
local_smoke1x1_full	V_TD	configs/config_universe/generated/local_smoke1x1_full/v_td.env	config_universe_local8b	smartgrid_smoke1_v1	1	1	1	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_TD	Verified PE optimized MCP plus local INT8/BF16/fp8KV serving	config_universe,smoke,local8b
local_tsfm5_5x_full	AT_D	configs/config_universe/generated/local_tsfm5_5x_full/at_d.env	config_universe_local8b	smartgrid_tsfm5_v1	5	5	25	configs/aat_mcp_model_optimized.env	AT_D	AaT optimized MCP plus local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_tsfm5_5x_full	AT_I	configs/config_universe/generated/local_tsfm5_5x_full/at_i.env	config_universe_local8b	smartgrid_tsfm5_v1	5	5	25	configs/aat_direct.env	AT_I	AaT direct Python tools	config_universe,local8b,domain_slice
local_tsfm5_5x_full	AT_M	configs/config_universe/generated/local_tsfm5_5x_full/at_m.env	config_universe_local8b	smartgrid_tsfm5_v1	5	5	25	configs/aat_mcp_baseline.env	AT_M	AaT MCP baseline transport	config_universe,local8b,domain_slice
local_tsfm5_5x_full	AT_T	configs/config_universe/generated/local_tsfm5_5x_full/at_t.env	config_universe_local8b	smartgrid_tsfm5_v1	5	5	25	configs/aat_mcp_optimized.env	AT_T	AaT optimized MCP transport plus prefix caching	config_universe,local8b,domain_slice
local_tsfm5_5x_full	PE_D	configs/config_universe/generated/local_tsfm5_5x_full/pe_d.env	config_universe_local8b	smartgrid_tsfm5_v1	5	5	25	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_D	Plan-Execute with local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_tsfm5_5x_full	PE_M	configs/config_universe/generated/local_tsfm5_5x_full/pe_m.env	config_universe_local8b	smartgrid_tsfm5_v1	5	5	25	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_M	Plan-Execute MCP baseline	config_universe,local8b,domain_slice
local_tsfm5_5x_full	PE_S_D	configs/config_universe/generated/local_tsfm5_5x_full/pe_s_d.env	config_universe_local8b	smartgrid_tsfm5_v1	5	5	25	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_D	Plan-Execute plus Self-Ask with local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_tsfm5_5x_full	PE_S_M	configs/config_universe/generated/local_tsfm5_5x_full/pe_s_m.env	config_universe_local8b	smartgrid_tsfm5_v1	5	5	25	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_M	Plan-Execute plus Self-Ask on MCP baseline	config_universe,local8b,domain_slice
local_tsfm5_5x_full	PE_S_T	configs/config_universe/generated/local_tsfm5_5x_full/pe_s_t.env	config_universe_local8b	smartgrid_tsfm5_v1	5	5	25	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_T	Plan-Execute plus Self-Ask with optimized MCP transport	config_universe,local8b,domain_slice
local_tsfm5_5x_full	PE_S_TD	configs/config_universe/generated/local_tsfm5_5x_full/pe_s_td.env	config_universe_local8b	smartgrid_tsfm5_v1	5	5	25	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_TD	Plan-Execute plus Self-Ask, optimized MCP, and local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_tsfm5_5x_full	PE_T	configs/config_universe/generated/local_tsfm5_5x_full/pe_t.env	config_universe_local8b	smartgrid_tsfm5_v1	5	5	25	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_T	Plan-Execute optimized MCP transport	config_universe,local8b,domain_slice
local_tsfm5_5x_full	PE_TD	configs/config_universe/generated/local_tsfm5_5x_full/pe_td.env	config_universe_local8b	smartgrid_tsfm5_v1	5	5	25	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_TD	Plan-Execute optimized MCP plus local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_tsfm5_5x_full	V_D	configs/config_universe/generated/local_tsfm5_5x_full/v_d.env	config_universe_local8b	smartgrid_tsfm5_v1	5	5	25	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_D	Verified PE with local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_tsfm5_5x_full	V_M	configs/config_universe/generated/local_tsfm5_5x_full/v_m.env	config_universe_local8b	smartgrid_tsfm5_v1	5	5	25	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_M	Verified PE MCP baseline	config_universe,local8b,domain_slice
local_tsfm5_5x_full	V_S_D	configs/config_universe/generated/local_tsfm5_5x_full/v_s_d.env	config_universe_local8b	smartgrid_tsfm5_v1	5	5	25	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_D	Verified PE plus Self-Ask with local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_tsfm5_5x_full	V_S_M	configs/config_universe/generated/local_tsfm5_5x_full/v_s_m.env	config_universe_local8b	smartgrid_tsfm5_v1	5	5	25	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_M	Verified PE plus Self-Ask on MCP baseline	config_universe,local8b,domain_slice
local_tsfm5_5x_full	V_S_T	configs/config_universe/generated/local_tsfm5_5x_full/v_s_t.env	config_universe_local8b	smartgrid_tsfm5_v1	5	5	25	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_T	Verified PE plus Self-Ask with optimized MCP transport	config_universe,local8b,domain_slice
local_tsfm5_5x_full	V_S_TD	configs/config_universe/generated/local_tsfm5_5x_full/v_s_td.env	config_universe_local8b	smartgrid_tsfm5_v1	5	5	25	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_TD	Verified PE plus Self-Ask, optimized MCP, and local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_tsfm5_5x_full	V_T	configs/config_universe/generated/local_tsfm5_5x_full/v_t.env	config_universe_local8b	smartgrid_tsfm5_v1	5	5	25	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_T	Verified PE optimized MCP transport	config_universe,local8b,domain_slice
local_tsfm5_5x_full	V_TD	configs/config_universe/generated/local_tsfm5_5x_full/v_td.env	config_universe_local8b	smartgrid_tsfm5_v1	5	5	25	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_TD	Verified PE optimized MCP plus local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_wo6_5x_full	AT_D	configs/config_universe/generated/local_wo6_5x_full/at_d.env	config_universe_local8b	smartgrid_wo6_v1	6	5	30	configs/aat_mcp_model_optimized.env	AT_D	AaT optimized MCP plus local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_wo6_5x_full	AT_I	configs/config_universe/generated/local_wo6_5x_full/at_i.env	config_universe_local8b	smartgrid_wo6_v1	6	5	30	configs/aat_direct.env	AT_I	AaT direct Python tools	config_universe,local8b,domain_slice
local_wo6_5x_full	AT_M	configs/config_universe/generated/local_wo6_5x_full/at_m.env	config_universe_local8b	smartgrid_wo6_v1	6	5	30	configs/aat_mcp_baseline.env	AT_M	AaT MCP baseline transport	config_universe,local8b,domain_slice
local_wo6_5x_full	AT_T	configs/config_universe/generated/local_wo6_5x_full/at_t.env	config_universe_local8b	smartgrid_wo6_v1	6	5	30	configs/aat_mcp_optimized.env	AT_T	AaT optimized MCP transport plus prefix caching	config_universe,local8b,domain_slice
local_wo6_5x_full	PE_D	configs/config_universe/generated/local_wo6_5x_full/pe_d.env	config_universe_local8b	smartgrid_wo6_v1	6	5	30	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_D	Plan-Execute with local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_wo6_5x_full	PE_M	configs/config_universe/generated/local_wo6_5x_full/pe_m.env	config_universe_local8b	smartgrid_wo6_v1	6	5	30	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_M	Plan-Execute MCP baseline	config_universe,local8b,domain_slice
local_wo6_5x_full	PE_S_D	configs/config_universe/generated/local_wo6_5x_full/pe_s_d.env	config_universe_local8b	smartgrid_wo6_v1	6	5	30	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_D	Plan-Execute plus Self-Ask with local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_wo6_5x_full	PE_S_M	configs/config_universe/generated/local_wo6_5x_full/pe_s_m.env	config_universe_local8b	smartgrid_wo6_v1	6	5	30	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_M	Plan-Execute plus Self-Ask on MCP baseline	config_universe,local8b,domain_slice
local_wo6_5x_full	PE_S_T	configs/config_universe/generated/local_wo6_5x_full/pe_s_t.env	config_universe_local8b	smartgrid_wo6_v1	6	5	30	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_T	Plan-Execute plus Self-Ask with optimized MCP transport	config_universe,local8b,domain_slice
local_wo6_5x_full	PE_S_TD	configs/config_universe/generated/local_wo6_5x_full/pe_s_td.env	config_universe_local8b	smartgrid_wo6_v1	6	5	30	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_TD	Plan-Execute plus Self-Ask, optimized MCP, and local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_wo6_5x_full	PE_T	configs/config_universe/generated/local_wo6_5x_full/pe_t.env	config_universe_local8b	smartgrid_wo6_v1	6	5	30	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_T	Plan-Execute optimized MCP transport	config_universe,local8b,domain_slice
local_wo6_5x_full	PE_TD	configs/config_universe/generated/local_wo6_5x_full/pe_td.env	config_universe_local8b	smartgrid_wo6_v1	6	5	30	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_TD	Plan-Execute optimized MCP plus local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_wo6_5x_full	V_D	configs/config_universe/generated/local_wo6_5x_full/v_d.env	config_universe_local8b	smartgrid_wo6_v1	6	5	30	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_D	Verified PE with local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_wo6_5x_full	V_M	configs/config_universe/generated/local_wo6_5x_full/v_m.env	config_universe_local8b	smartgrid_wo6_v1	6	5	30	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_M	Verified PE MCP baseline	config_universe,local8b,domain_slice
local_wo6_5x_full	V_S_D	configs/config_universe/generated/local_wo6_5x_full/v_s_d.env	config_universe_local8b	smartgrid_wo6_v1	6	5	30	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_D	Verified PE plus Self-Ask with local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_wo6_5x_full	V_S_M	configs/config_universe/generated/local_wo6_5x_full/v_s_m.env	config_universe_local8b	smartgrid_wo6_v1	6	5	30	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_M	Verified PE plus Self-Ask on MCP baseline	config_universe,local8b,domain_slice
local_wo6_5x_full	V_S_T	configs/config_universe/generated/local_wo6_5x_full/v_s_t.env	config_universe_local8b	smartgrid_wo6_v1	6	5	30	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_T	Verified PE plus Self-Ask with optimized MCP transport	config_universe,local8b,domain_slice
local_wo6_5x_full	V_S_TD	configs/config_universe/generated/local_wo6_5x_full/v_s_td.env	config_universe_local8b	smartgrid_wo6_v1	6	5	30	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_TD	Verified PE plus Self-Ask, optimized MCP, and local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_wo6_5x_full	V_T	configs/config_universe/generated/local_wo6_5x_full/v_t.env	config_universe_local8b	smartgrid_wo6_v1	6	5	30	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_T	Verified PE optimized MCP transport	config_universe,local8b,domain_slice
local_wo6_5x_full	V_TD	configs/config_universe/generated/local_wo6_5x_full/v_td.env	config_universe_local8b	smartgrid_wo6_v1	6	5	30	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_TD	Verified PE optimized MCP plus local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
mitigation_all31x5_full	PE_D_ADJ	configs/config_universe/generated/mitigation_all31x5_full/pe_d_adj.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_D_ADJ	Plan-Execute with local INT8/BF16/fp8KV serving; mitigation rung ADJ: repair plus explicit fault/risk adjudication	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	PE_D_BASELINE	configs/config_universe/generated/mitigation_all31x5_full/pe_d_baseline.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_D_BASELINE	Plan-Execute with local INT8/BF16/fp8KV serving; mitigation rung BASELINE: no mitigation flags	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	PE_D_GUARD	configs/config_universe/generated/mitigation_all31x5_full/pe_d_guard.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_D_GUARD	Plan-Execute with local INT8/BF16/fp8KV serving; mitigation rung GUARD: missing-evidence detector only	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	PE_D_REPAIR	configs/config_universe/generated/mitigation_all31x5_full/pe_d_repair.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_D_REPAIR	Plan-Execute with local INT8/BF16/fp8KV serving; mitigation rung REPAIR: missing-evidence detector plus retry/replan repair	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	PE_M_ADJ	configs/config_universe/generated/mitigation_all31x5_full/pe_m_adj.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_M_ADJ	Plan-Execute MCP baseline; mitigation rung ADJ: repair plus explicit fault/risk adjudication	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	PE_M_BASELINE	configs/config_universe/generated/mitigation_all31x5_full/pe_m_baseline.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_M_BASELINE	Plan-Execute MCP baseline; mitigation rung BASELINE: no mitigation flags	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	PE_M_GUARD	configs/config_universe/generated/mitigation_all31x5_full/pe_m_guard.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_M_GUARD	Plan-Execute MCP baseline; mitigation rung GUARD: missing-evidence detector only	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	PE_M_REPAIR	configs/config_universe/generated/mitigation_all31x5_full/pe_m_repair.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_M_REPAIR	Plan-Execute MCP baseline; mitigation rung REPAIR: missing-evidence detector plus retry/replan repair	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	PE_S_D_ADJ	configs/config_universe/generated/mitigation_all31x5_full/pe_s_d_adj.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_D_ADJ	Plan-Execute plus Self-Ask with local INT8/BF16/fp8KV serving; mitigation rung ADJ: repair plus explicit fault/risk adjudication	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	PE_S_D_BASELINE	configs/config_universe/generated/mitigation_all31x5_full/pe_s_d_baseline.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_D_BASELINE	Plan-Execute plus Self-Ask with local INT8/BF16/fp8KV serving; mitigation rung BASELINE: no mitigation flags	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	PE_S_D_GUARD	configs/config_universe/generated/mitigation_all31x5_full/pe_s_d_guard.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_D_GUARD	Plan-Execute plus Self-Ask with local INT8/BF16/fp8KV serving; mitigation rung GUARD: missing-evidence detector only	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	PE_S_D_REPAIR	configs/config_universe/generated/mitigation_all31x5_full/pe_s_d_repair.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_D_REPAIR	Plan-Execute plus Self-Ask with local INT8/BF16/fp8KV serving; mitigation rung REPAIR: missing-evidence detector plus retry/replan repair	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	PE_S_M_ADJ	configs/config_universe/generated/mitigation_all31x5_full/pe_s_m_adj.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_M_ADJ	Plan-Execute plus Self-Ask on MCP baseline; mitigation rung ADJ: repair plus explicit fault/risk adjudication	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	PE_S_M_BASELINE	configs/config_universe/generated/mitigation_all31x5_full/pe_s_m_baseline.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_M_BASELINE	Plan-Execute plus Self-Ask on MCP baseline; mitigation rung BASELINE: no mitigation flags	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	PE_S_M_GUARD	configs/config_universe/generated/mitigation_all31x5_full/pe_s_m_guard.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_M_GUARD	Plan-Execute plus Self-Ask on MCP baseline; mitigation rung GUARD: missing-evidence detector only	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	PE_S_M_REPAIR	configs/config_universe/generated/mitigation_all31x5_full/pe_s_m_repair.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_M_REPAIR	Plan-Execute plus Self-Ask on MCP baseline; mitigation rung REPAIR: missing-evidence detector plus retry/replan repair	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	PE_S_TD_ADJ	configs/config_universe/generated/mitigation_all31x5_full/pe_s_td_adj.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_TD_ADJ	Plan-Execute plus Self-Ask, optimized MCP, and local INT8/BF16/fp8KV serving; mitigation rung ADJ: repair plus explicit fault/risk adjudication	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	PE_S_TD_BASELINE	configs/config_universe/generated/mitigation_all31x5_full/pe_s_td_baseline.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_TD_BASELINE	Plan-Execute plus Self-Ask, optimized MCP, and local INT8/BF16/fp8KV serving; mitigation rung BASELINE: no mitigation flags	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	PE_S_TD_GUARD	configs/config_universe/generated/mitigation_all31x5_full/pe_s_td_guard.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_TD_GUARD	Plan-Execute plus Self-Ask, optimized MCP, and local INT8/BF16/fp8KV serving; mitigation rung GUARD: missing-evidence detector only	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	PE_S_TD_REPAIR	configs/config_universe/generated/mitigation_all31x5_full/pe_s_td_repair.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_TD_REPAIR	Plan-Execute plus Self-Ask, optimized MCP, and local INT8/BF16/fp8KV serving; mitigation rung REPAIR: missing-evidence detector plus retry/replan repair	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	PE_S_T_ADJ	configs/config_universe/generated/mitigation_all31x5_full/pe_s_t_adj.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_T_ADJ	Plan-Execute plus Self-Ask with optimized MCP transport; mitigation rung ADJ: repair plus explicit fault/risk adjudication	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	PE_S_T_BASELINE	configs/config_universe/generated/mitigation_all31x5_full/pe_s_t_baseline.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_T_BASELINE	Plan-Execute plus Self-Ask with optimized MCP transport; mitigation rung BASELINE: no mitigation flags	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	PE_S_T_GUARD	configs/config_universe/generated/mitigation_all31x5_full/pe_s_t_guard.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_T_GUARD	Plan-Execute plus Self-Ask with optimized MCP transport; mitigation rung GUARD: missing-evidence detector only	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	PE_S_T_REPAIR	configs/config_universe/generated/mitigation_all31x5_full/pe_s_t_repair.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_T_REPAIR	Plan-Execute plus Self-Ask with optimized MCP transport; mitigation rung REPAIR: missing-evidence detector plus retry/replan repair	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	PE_TD_ADJ	configs/config_universe/generated/mitigation_all31x5_full/pe_td_adj.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_TD_ADJ	Plan-Execute optimized MCP plus local INT8/BF16/fp8KV serving; mitigation rung ADJ: repair plus explicit fault/risk adjudication	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	PE_TD_BASELINE	configs/config_universe/generated/mitigation_all31x5_full/pe_td_baseline.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_TD_BASELINE	Plan-Execute optimized MCP plus local INT8/BF16/fp8KV serving; mitigation rung BASELINE: no mitigation flags	config_universe,failure_mitigation,full_cross_product
